'ENTROPY NONEQ '                                                               D
    50   50
     .100000E+06    .101325E+06    .118750E+06    .137500E+06    .156250E+06
     .175000E+06    .193750E+06    .212500E+06    .231250E+06    .250000E+06
     .268750E+06    .287500E+06    .306250E+06    .325000E+06    .343750E+06
     .362500E+06    .381250E+06    .400000E+06    .418750E+06    .437500E+06
     .456250E+06    .475000E+06    .493750E+06    .512500E+06    .531250E+06
     .550000E+06    .568750E+06    .587500E+06    .606250E+06    .625000E+06
     .643750E+06    .662500E+06    .681250E+06    .700000E+06    .718750E+06
     .737500E+06    .756250E+06    .775000E+06    .793750E+06    .812500E+06
     .831250E+06    .850000E+06    .868750E+06    .887500E+06    .906250E+06
     .925000E+06    .943750E+06    .962500E+06    .981250E+06    .100000E+07
    -.300000E+02   -.277083E+02   -.254167E+02   -.231250E+02   -.208333E+02
    -.185417E+02   -.162500E+02   -.139583E+02   -.116667E+02   -.937500E+01
    -.708333E+01   -.479167E+01   -.250000E+01   -.208333E+00    .208333E+01
     .437500E+01    .666667E+01    .895833E+01    .112500E+02    .135417E+02
     .155600E+02    .158333E+02    .181250E+02    .204167E+02    .227083E+02
     .250000E+02    .272917E+02    .295833E+02    .318750E+02    .341667E+02
     .364583E+02    .387500E+02    .410417E+02    .433333E+02    .456250E+02
     .479167E+02    .502083E+02    .525000E+02    .547917E+02    .570833E+02
     .593750E+02    .616667E+02    .639583E+02    .662500E+02    .685417E+02
     .708333E+02    .731250E+02    .754167E+02    .777083E+02    .800000E+02
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .100000E+10    .100000E+10    .100000E+10    .100000E+10    .100000E+10
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
     .000000E+00    .000000E+00    .000000E+00    .000000E+00    .000000E+00
 GAS DENSITY (KG/M3)                
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .314133E+01    .314133E+01    .314133E+01    .314133E+01    .314133E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .318418E+01    .318418E+01    .318418E+01    .318418E+01    .318418E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .374765E+01    .374765E+01    .374765E+01    .374765E+01    .374765E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .435397E+01    .435397E+01    .435397E+01    .435397E+01    .435397E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .496029E+01    .496029E+01    .496029E+01    .496029E+01    .496029E+01
     .556661E+01    .556661E+01    .556661E+01    .556661E+01    .556661E+01
     .556661E+01    .556661E+01    .556661E+01    .556661E+01    .556661E+01
     .556661E+01    .556661E+01    .556661E+01    .556661E+01    .556661E+01
